danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.333,0.766,0,-3.484,1,0.0364,0.0614,0.000728,0.359,0.416,111.063,audio_features,4DlGLD32K7shuL8ub067DL,spotify:track:4DlGLD32K7shuL8ub067DL,https://api.spotify.com/v1/tracks/4DlGLD32K7shuL8ub067DL,https://api.spotify.com/v1/audio-analysis/4DlGLD32K7shuL8ub067DL,259947,4
0.32,0.00501,1,-33.366,1,0.0455,0.993,0.919,0.0618,0.0383,68.947,audio_features,1cmigB9I6IRpFqjIbzvSQB,spotify:track:1cmigB9I6IRpFqjIbzvSQB,https://api.spotify.com/v1/tracks/1cmigB9I6IRpFqjIbzvSQB,https://api.spotify.com/v1/audio-analysis/1cmigB9I6IRpFqjIbzvSQB,294960,5
0.489,0.701,7,-10.53,1,0.0348,0.852,0.78,0.108,0.739,155.269,audio_features,4DK3JpX2NkEMhCnltUEvUg,spotify:track:4DK3JpX2NkEMhCnltUEvUg,https://api.spotify.com/v1/tracks/4DK3JpX2NkEMhCnltUEvUg,https://api.spotify.com/v1/audio-analysis/4DK3JpX2NkEMhCnltUEvUg,184800,4
0.677,0.973,7,-2.568,0,0.0342,0.00142,0.933,0.225,0.536,124.999,audio_features,7gl5qUaVpN6xOg4mkzGHSl,spotify:track:7gl5qUaVpN6xOg4mkzGHSl,https://api.spotify.com/v1/tracks/7gl5qUaVpN6xOg4mkzGHSl,https://api.spotify.com/v1/audio-analysis/7gl5qUaVpN6xOg4mkzGHSl,86160,3
0.213,0.0656,7,-24.81,1,0.0467,0.992,0.969,0.0699,0.0384,65.023,audio_features,3U8Fx7zNTQrctytkj6Gqgd,spotify:track:3U8Fx7zNTQrctytkj6Gqgd,https://api.spotify.com/v1/tracks/3U8Fx7zNTQrctytkj6Gqgd,https://api.spotify.com/v1/audio-analysis/3U8Fx7zNTQrctytkj6Gqgd,150147,3
0.506,0.00738,7,-30.939,1,0.0602,0.984,0.97,0.107,0.105,137.262,audio_features,16AtEuLpkzUg1BLSugpHE6,spotify:track:16AtEuLpkzUg1BLSugpHE6,https://api.spotify.com/v1/tracks/16AtEuLpkzUg1BLSugpHE6,https://api.spotify.com/v1/audio-analysis/16AtEuLpkzUg1BLSugpHE6,217303,4
0.488,0.965,1,-5.105,1,0.115,3.71e-05,0.0101,0.393,0.229,130.001,audio_features,6UjiABdNRhHLMWFvRDZSVD,spotify:track:6UjiABdNRhHLMWFvRDZSVD,https://api.spotify.com/v1/tracks/6UjiABdNRhHLMWFvRDZSVD,https://api.spotify.com/v1/audio-analysis/6UjiABdNRhHLMWFvRDZSVD,213441,4
0.386,0.0992,9,-23.435,0,0.0384,0.982,0.837,0.0778,0.0502,125.828,audio_features,0iM0od4FRl4FhDSSEIWjms,spotify:track:0iM0od4FRl4FhDSSEIWjms,https://api.spotify.com/v1/tracks/0iM0od4FRl4FhDSSEIWjms,https://api.spotify.com/v1/audio-analysis/0iM0od4FRl4FhDSSEIWjms,194667,4
0.488,0.966,1,-5.101,1,0.114,3.69e-05,0.0125,0.434,0.235,130.008,audio_features,2munHzvVYjZhAa4lj26wcR,spotify:track:2munHzvVYjZhAa4lj26wcR,https://api.spotify.com/v1/tracks/2munHzvVYjZhAa4lj26wcR,https://api.spotify.com/v1/audio-analysis/2munHzvVYjZhAa4lj26wcR,213441,4
0.702,0.00751,7,-17.674,1,0.0456,0.993,0.911,0.113,0.576,69.958,audio_features,0g8zASF1mldclJswQ0IQYJ,spotify:track:0g8zASF1mldclJswQ0IQYJ,https://api.spotify.com/v1/tracks/0g8zASF1mldclJswQ0IQYJ,https://api.spotify.com/v1/audio-analysis/0g8zASF1mldclJswQ0IQYJ,110734,4
0.408,0.00891,9,-34.072,0,0.06,0.992,0.961,0.0839,0.291,78.59,audio_features,4b1ZzDtdGeDpXaPw4DViZ8,spotify:track:4b1ZzDtdGeDpXaPw4DViZ8,https://api.spotify.com/v1/tracks/4b1ZzDtdGeDpXaPw4DViZ8,https://api.spotify.com/v1/audio-analysis/4b1ZzDtdGeDpXaPw4DViZ8,150493,3
0.505,0.898,1,-4.978,0,0.274,0.00291,0.73,0.0874,0.215,140.014,audio_features,2Gkwgols6E2yZmBMKeiSRI,spotify:track:2Gkwgols6E2yZmBMKeiSRI,https://api.spotify.com/v1/tracks/2Gkwgols6E2yZmBMKeiSRI,https://api.spotify.com/v1/audio-analysis/2Gkwgols6E2yZmBMKeiSRI,209162,4
0.477,0.00753,6,-42.23,1,0.0291,0.94,1.33e-06,0.0979,0.19,74.991,audio_features,2JxS3A9SqhMz1N48u08mEu,spotify:track:2JxS3A9SqhMz1N48u08mEu,https://api.spotify.com/v1/tracks/2JxS3A9SqhMz1N48u08mEu,https://api.spotify.com/v1/audio-analysis/2JxS3A9SqhMz1N48u08mEu,84062,3
0.408,0.00999,4,-31.62,1,0.0412,0.995,0.914,0.0911,0.268,62.464,audio_features,1wIzWxUJ8mx8QkfoqhdGWj,spotify:track:1wIzWxUJ8mx8QkfoqhdGWj,https://api.spotify.com/v1/tracks/1wIzWxUJ8mx8QkfoqhdGWj,https://api.spotify.com/v1/audio-analysis/1wIzWxUJ8mx8QkfoqhdGWj,177307,4
0.714,0.353,8,-8.889,1,0.475,0.0446,1.6e-06,0.115,0.134,139.741,audio_features,4SPJDte2kZKgY1Dw2yzmkK,spotify:track:4SPJDte2kZKgY1Dw2yzmkK,https://api.spotify.com/v1/tracks/4SPJDte2kZKgY1Dw2yzmkK,https://api.spotify.com/v1/audio-analysis/4SPJDte2kZKgY1Dw2yzmkK,123089,4
0.184,0.00527,1,-37.264,0,0.0432,0.995,0.887,0.173,0.151,170.612,audio_features,3DNRdudZ2SstnDCVKFdXxG,spotify:track:3DNRdudZ2SstnDCVKFdXxG,https://api.spotify.com/v1/tracks/3DNRdudZ2SstnDCVKFdXxG,https://api.spotify.com/v1/audio-analysis/3DNRdudZ2SstnDCVKFdXxG,315427,3
0.368,0.00677,0,-29.818,0,0.0337,0.971,0.944,0.107,0.163,74.771,audio_features,1treoq2Y94f9neI4M86ICo,spotify:track:1treoq2Y94f9neI4M86ICo,https://api.spotify.com/v1/tracks/1treoq2Y94f9neI4M86ICo,https://api.spotify.com/v1/audio-analysis/1treoq2Y94f9neI4M86ICo,170895,3
0.645,0.22,3,-16.24,1,0.0421,0.864,0.915,0.0943,0.405,127.735,audio_features,37ruL0882SPad6hYhZg6CO,spotify:track:37ruL0882SPad6hYhZg6CO,https://api.spotify.com/v1/tracks/37ruL0882SPad6hYhZg6CO,https://api.spotify.com/v1/audio-analysis/37ruL0882SPad6hYhZg6CO,136939,4
0.573,0.00385,5,-38.313,1,0.0398,0.95,0.759,0.0629,0.0629,130.111,audio_features,0G7sG61Xp7vTTQHr7sBqOj,spotify:track:0G7sG61Xp7vTTQHr7sBqOj,https://api.spotify.com/v1/tracks/0G7sG61Xp7vTTQHr7sBqOj,https://api.spotify.com/v1/audio-analysis/0G7sG61Xp7vTTQHr7sBqOj,96052,4
0.388,0.0292,1,-24.904,1,0.0459,0.994,0.912,0.104,0.04,68.797,audio_features,3yqrsX1aDD5ZS0t4f5msxA,spotify:track:3yqrsX1aDD5ZS0t4f5msxA,https://api.spotify.com/v1/tracks/3yqrsX1aDD5ZS0t4f5msxA,https://api.spotify.com/v1/audio-analysis/3yqrsX1aDD5ZS0t4f5msxA,313907,5
0.765,0.988,2,-7.082,1,0.059,9.02e-05,0.605,0.0142,0.632,130.006,audio_features,6dNKx9NU6ad6y9qlRqBbTy,spotify:track:6dNKx9NU6ad6y9qlRqBbTy,https://api.spotify.com/v1/tracks/6dNKx9NU6ad6y9qlRqBbTy,https://api.spotify.com/v1/audio-analysis/6dNKx9NU6ad6y9qlRqBbTy,415389,4
0.852,0.488,0,-13.578,0,0.0849,0.962,0.898,0.0977,0.964,112.496,audio_features,73QRUJwvitJp80FajryNkK,spotify:track:73QRUJwvitJp80FajryNkK,https://api.spotify.com/v1/tracks/73QRUJwvitJp80FajryNkK,https://api.spotify.com/v1/audio-analysis/73QRUJwvitJp80FajryNkK,76333,4
0.47,0.0639,1,-23.673,1,0.0469,0.972,0.909,0.106,0.102,106.073,audio_features,0Sj2yF2jNjDg8FeWPSv76H,spotify:track:0Sj2yF2jNjDg8FeWPSv76H,https://api.spotify.com/v1/tracks/0Sj2yF2jNjDg8FeWPSv76H,https://api.spotify.com/v1/audio-analysis/0Sj2yF2jNjDg8FeWPSv76H,256928,3
0.227,0.232,2,-10.957,1,0.0343,0.646,0.888,0.11,0.0925,67.937,audio_features,1GTz04r5rQUn7QPrej1VpH,spotify:track:1GTz04r5rQUn7QPrej1VpH,https://api.spotify.com/v1/tracks/1GTz04r5rQUn7QPrej1VpH,https://api.spotify.com/v1/audio-analysis/1GTz04r5rQUn7QPrej1VpH,138659,3
0.786,0.943,6,-4.792,0,0.0384,0.00209,0.915,0.0767,0.245,120.045,audio_features,4QIPqAiBW54o4nJ7WpaGlG,spotify:track:4QIPqAiBW54o4nJ7WpaGlG,https://api.spotify.com/v1/tracks/4QIPqAiBW54o4nJ7WpaGlG,https://api.spotify.com/v1/audio-analysis/4QIPqAiBW54o4nJ7WpaGlG,89583,4
0.395,0.00675,7,-30.596,1,0.0458,0.984,0.959,0.111,0.108,68.703,audio_features,7ojOWM0Fi35E847JtxoQYn,spotify:track:7ojOWM0Fi35E847JtxoQYn,https://api.spotify.com/v1/tracks/7ojOWM0Fi35E847JtxoQYn,https://api.spotify.com/v1/audio-analysis/7ojOWM0Fi35E847JtxoQYn,172638,4
0.963,0.754,8,-7.688,1,0.467,0.0256,0.924,0.0665,0.796,129.878,audio_features,2OSaSXvEqOutRxk29upAiP,spotify:track:2OSaSXvEqOutRxk29upAiP,https://api.spotify.com/v1/tracks/2OSaSXvEqOutRxk29upAiP,https://api.spotify.com/v1/audio-analysis/2OSaSXvEqOutRxk29upAiP,214302,4
0.567,0.944,4,-4.675,1,0.331,0.00389,0.0159,0.283,0.189,160.077,audio_features,5ZsnPZX0aPg5xIxhlkkoOt,spotify:track:5ZsnPZX0aPg5xIxhlkkoOt,https://api.spotify.com/v1/tracks/5ZsnPZX0aPg5xIxhlkkoOt,https://api.spotify.com/v1/audio-analysis/5ZsnPZX0aPg5xIxhlkkoOt,157875,4
0.217,0.285,3,-13.884,1,0.037,0.924,0.928,0.108,0.35,76.788,audio_features,4RmlzRWT9Y51xilAeWZLbV,spotify:track:4RmlzRWT9Y51xilAeWZLbV,https://api.spotify.com/v1/tracks/4RmlzRWT9Y51xilAeWZLbV,https://api.spotify.com/v1/audio-analysis/4RmlzRWT9Y51xilAeWZLbV,116773,4
0.284,0.144,6,-26.405,0,0.0379,0.986,0.753,0.0872,0.0487,138.925,audio_features,6UnJwKRTqO1OGCnp2PTRWo,spotify:track:6UnJwKRTqO1OGCnp2PTRWo,https://api.spotify.com/v1/tracks/6UnJwKRTqO1OGCnp2PTRWo,https://api.spotify.com/v1/audio-analysis/6UnJwKRTqO1OGCnp2PTRWo,76000,4
0.724,0.637,8,-6.32,1,0.0408,0.55,0.0,0.523,0.143,128.059,audio_features,6XzyCjS2Z2zgGIAk1p5nKB,spotify:track:6XzyCjS2Z2zgGIAk1p5nKB,https://api.spotify.com/v1/tracks/6XzyCjS2Z2zgGIAk1p5nKB,https://api.spotify.com/v1/audio-analysis/6XzyCjS2Z2zgGIAk1p5nKB,213960,4
0.376,0.0236,1,-27.334,1,0.0552,0.994,0.932,0.103,0.0391,72.005,audio_features,3T5WIakCtaCdLvZfhX2H3m,spotify:track:3T5WIakCtaCdLvZfhX2H3m,https://api.spotify.com/v1/tracks/3T5WIakCtaCdLvZfhX2H3m,https://api.spotify.com/v1/audio-analysis/3T5WIakCtaCdLvZfhX2H3m,310962,5
0.779,0.457,11,-12.804,0,0.0976,0.00429,0.863,0.0724,0.614,140.023,audio_features,2bBhQVfUkAG4t3JuFS846F,spotify:track:2bBhQVfUkAG4t3JuFS846F,https://api.spotify.com/v1/tracks/2bBhQVfUkAG4t3JuFS846F,https://api.spotify.com/v1/audio-analysis/2bBhQVfUkAG4t3JuFS846F,239960,4
0.43,0.373,0,-12.862,0,0.0634,0.918,0.902,0.112,0.666,90.367,audio_features,6VikkvVbmoCkufv4bLrdkZ,spotify:track:6VikkvVbmoCkufv4bLrdkZ,https://api.spotify.com/v1/tracks/6VikkvVbmoCkufv4bLrdkZ,https://api.spotify.com/v1/audio-analysis/6VikkvVbmoCkufv4bLrdkZ,175600,4
0.376,0.0236,1,-27.334,1,0.0552,0.994,0.932,0.103,0.0391,72.005,audio_features,3KItbQ3CnKEbBnBiiXHIdC,spotify:track:3KItbQ3CnKEbBnBiiXHIdC,https://api.spotify.com/v1/tracks/3KItbQ3CnKEbBnBiiXHIdC,https://api.spotify.com/v1/audio-analysis/3KItbQ3CnKEbBnBiiXHIdC,310962,5
0.895,0.472,11,-8.914,0,0.121,0.0623,0.00046,0.0856,0.904,112.014,audio_features,3f6uipxNhAsRyUiw2g96FR,spotify:track:3f6uipxNhAsRyUiw2g96FR,https://api.spotify.com/v1/tracks/3f6uipxNhAsRyUiw2g96FR,https://api.spotify.com/v1/audio-analysis/3f6uipxNhAsRyUiw2g96FR,130179,4
0.533,0.303,0,-19.218,1,0.0966,0.986,0.893,0.344,0.49,104.853,audio_features,7tiZ2UCMpKhedz6rZBQNgk,spotify:track:7tiZ2UCMpKhedz6rZBQNgk,https://api.spotify.com/v1/tracks/7tiZ2UCMpKhedz6rZBQNgk,https://api.spotify.com/v1/audio-analysis/7tiZ2UCMpKhedz6rZBQNgk,156000,4
0.466,0.177,5,-24.417,0,0.0435,0.906,0.788,0.0975,0.337,100.303,audio_features,7bufzor9UzMAiwcCVS8gnA,spotify:track:7bufzor9UzMAiwcCVS8gnA,https://api.spotify.com/v1/tracks/7bufzor9UzMAiwcCVS8gnA,https://api.spotify.com/v1/audio-analysis/7bufzor9UzMAiwcCVS8gnA,249413,4
0.63,0.284,10,-12.712,1,0.0429,0.534,4.4e-05,0.105,0.427,129.98,audio_features,2IvsZjhX1JA3DXJDGBGv1p,spotify:track:2IvsZjhX1JA3DXJDGBGv1p,https://api.spotify.com/v1/tracks/2IvsZjhX1JA3DXJDGBGv1p,https://api.spotify.com/v1/audio-analysis/2IvsZjhX1JA3DXJDGBGv1p,227733,4
0.938,0.776,4,-4.973,0,0.037,0.299,0.95,0.0679,0.728,99.99,audio_features,2QcqhrFLl0bE42hPikLkWU,spotify:track:2QcqhrFLl0bE42hPikLkWU,https://api.spotify.com/v1/tracks/2QcqhrFLl0bE42hPikLkWU,https://api.spotify.com/v1/audio-analysis/2QcqhrFLl0bE42hPikLkWU,100400,4
0.392,0.0117,7,-33.203,0,0.0691,0.993,0.901,0.0916,0.101,66.506,audio_features,50OlRt6VdLYBjJl9Fpdut4,spotify:track:50OlRt6VdLYBjJl9Fpdut4,https://api.spotify.com/v1/tracks/50OlRt6VdLYBjJl9Fpdut4,https://api.spotify.com/v1/audio-analysis/50OlRt6VdLYBjJl9Fpdut4,141240,4
0.833,0.392,3,-14.369,1,0.213,0.538,1.98e-05,0.0805,0.63,106.03,audio_features,33ms3xD1g3jcB9CV3iQfH0,spotify:track:33ms3xD1g3jcB9CV3iQfH0,https://api.spotify.com/v1/tracks/33ms3xD1g3jcB9CV3iQfH0,https://api.spotify.com/v1/audio-analysis/33ms3xD1g3jcB9CV3iQfH0,105718,4
0.411,0.981,4,-2.773,0,0.0396,0.00101,0.909,0.0582,0.261,174.008,audio_features,0dN8P5k2OymyDJ6GPhIT0n,spotify:track:0dN8P5k2OymyDJ6GPhIT0n,https://api.spotify.com/v1/tracks/0dN8P5k2OymyDJ6GPhIT0n,https://api.spotify.com/v1/audio-analysis/0dN8P5k2OymyDJ6GPhIT0n,194926,4
0.431,0.00573,1,-30.098,1,0.0553,0.995,0.907,0.0831,0.05,130.612,audio_features,0oBysMnizGV4jATvbjh8BR,spotify:track:0oBysMnizGV4jATvbjh8BR,https://api.spotify.com/v1/tracks/0oBysMnizGV4jATvbjh8BR,https://api.spotify.com/v1/audio-analysis/0oBysMnizGV4jATvbjh8BR,312333,3
0.361,0.851,1,-7.854,0,0.402,0.0906,0.0,0.0517,0.754,177.797,audio_features,12zZ1O1iH4nOe4LGUeGTux,spotify:track:12zZ1O1iH4nOe4LGUeGTux,https://api.spotify.com/v1/tracks/12zZ1O1iH4nOe4LGUeGTux,https://api.spotify.com/v1/audio-analysis/12zZ1O1iH4nOe4LGUeGTux,162120,4
0.645,0.131,9,-17.988,0,0.0805,0.994,0.963,0.101,0.587,76.295,audio_features,2Oms6hT9faCf2CTwwUZffg,spotify:track:2Oms6hT9faCf2CTwwUZffg,https://api.spotify.com/v1/tracks/2Oms6hT9faCf2CTwwUZffg,https://api.spotify.com/v1/audio-analysis/2Oms6hT9faCf2CTwwUZffg,120000,3
0.416,0.00619,1,-28.325,1,0.0527,0.993,0.917,0.0706,0.0431,133.709,audio_features,2I9cJQdqlIR4JhOdryzsZW,spotify:track:2I9cJQdqlIR4JhOdryzsZW,https://api.spotify.com/v1/tracks/2I9cJQdqlIR4JhOdryzsZW,https://api.spotify.com/v1/audio-analysis/2I9cJQdqlIR4JhOdryzsZW,350433,3
0.778,0.281,5,-16.831,0,0.0608,0.974,0.914,0.11,0.916,61.111,audio_features,0exZjK3dnMBitmxFbwv5do,spotify:track:0exZjK3dnMBitmxFbwv5do,https://api.spotify.com/v1/tracks/0exZjK3dnMBitmxFbwv5do,https://api.spotify.com/v1/audio-analysis/0exZjK3dnMBitmxFbwv5do,66885,5
0.67,0.112,0,-21.461,1,0.0798,0.995,0.957,0.123,0.917,138.835,audio_features,0nLiMeWmJuhMRLfB0x2AjD,spotify:track:0nLiMeWmJuhMRLfB0x2AjD,https://api.spotify.com/v1/tracks/0nLiMeWmJuhMRLfB0x2AjD,https://api.spotify.com/v1/audio-analysis/0nLiMeWmJuhMRLfB0x2AjD,120000,4
0.862,0.642,6,-13.652,0,0.101,0.102,0.0,0.272,0.765,99.2,audio_features,1SyQ6t9RdRBK0QUCS6a797,spotify:track:1SyQ6t9RdRBK0QUCS6a797,https://api.spotify.com/v1/tracks/1SyQ6t9RdRBK0QUCS6a797,https://api.spotify.com/v1/audio-analysis/1SyQ6t9RdRBK0QUCS6a797,267267,4
0.725,0.737,4,-7.453,1,0.324,0.000633,0.00417,0.109,0.219,77.162,audio_features,2HoDr1yVksl19omOhc1zWy,spotify:track:2HoDr1yVksl19omOhc1zWy,https://api.spotify.com/v1/tracks/2HoDr1yVksl19omOhc1zWy,https://api.spotify.com/v1/audio-analysis/2HoDr1yVksl19omOhc1zWy,214067,4
0.893,0.74,11,-4.936,0,0.132,0.299,0.0,0.0881,0.963,101.025,audio_features,4675yUu8AUbE72T94BkLCD,spotify:track:4675yUu8AUbE72T94BkLCD,https://api.spotify.com/v1/tracks/4675yUu8AUbE72T94BkLCD,https://api.spotify.com/v1/audio-analysis/4675yUu8AUbE72T94BkLCD,299147,4
0.758,0.74,0,-5.761,0,0.203,0.0156,0.0,0.229,0.613,110.831,audio_features,7iF9B5dbSOfEeznArGFHhn,spotify:track:7iF9B5dbSOfEeznArGFHhn,https://api.spotify.com/v1/tracks/7iF9B5dbSOfEeznArGFHhn,https://api.spotify.com/v1/audio-analysis/7iF9B5dbSOfEeznArGFHhn,225560,4
0.592,0.861,1,-5.177,1,0.249,0.024,0.0,0.492,0.794,90.238,audio_features,4gQdwwPXSXnDkUh4jYqLoC,spotify:track:4gQdwwPXSXnDkUh4jYqLoC,https://api.spotify.com/v1/tracks/4gQdwwPXSXnDkUh4jYqLoC,https://api.spotify.com/v1/audio-analysis/4gQdwwPXSXnDkUh4jYqLoC,196440,4
0.796,0.878,1,-3.325,1,0.185,0.171,0.0,0.234,0.795,144.0,audio_features,4c9XojqJDu7KNCh8GmNbj5,spotify:track:4c9XojqJDu7KNCh8GmNbj5,https://api.spotify.com/v1/tracks/4c9XojqJDu7KNCh8GmNbj5,https://api.spotify.com/v1/audio-analysis/4c9XojqJDu7KNCh8GmNbj5,257301,4
0.705,0.684,0,-5.759,1,0.145,0.0353,0.0,0.206,0.246,100.006,audio_features,6N3oYlfZ2RPdjMYdHCRmFS,spotify:track:6N3oYlfZ2RPdjMYdHCRmFS,https://api.spotify.com/v1/tracks/6N3oYlfZ2RPdjMYdHCRmFS,https://api.spotify.com/v1/audio-analysis/6N3oYlfZ2RPdjMYdHCRmFS,242507,4
0.736,0.651,6,-8.933,1,0.124,0.00265,0.000238,0.0838,0.971,166.572,audio_features,5cl6rJmigUbx6cNrA3nV8z,spotify:track:5cl6rJmigUbx6cNrA3nV8z,https://api.spotify.com/v1/tracks/5cl6rJmigUbx6cNrA3nV8z,https://api.spotify.com/v1/audio-analysis/5cl6rJmigUbx6cNrA3nV8z,222600,3
0.506,0.952,1,-2.589,0,0.393,0.337,0.0,0.561,0.837,87.021,audio_features,3ns5F35L1KaoKmOO8Ar8fk,spotify:track:3ns5F35L1KaoKmOO8Ar8fk,https://api.spotify.com/v1/tracks/3ns5F35L1KaoKmOO8Ar8fk,https://api.spotify.com/v1/audio-analysis/3ns5F35L1KaoKmOO8Ar8fk,200921,4
0.801,0.856,0,-4.233,1,0.065,0.0984,7.24e-05,0.228,0.919,106.029,audio_features,6mdLX10dvBb7rGYbMXpKzz,spotify:track:6mdLX10dvBb7rGYbMXpKzz,https://api.spotify.com/v1/tracks/6mdLX10dvBb7rGYbMXpKzz,https://api.spotify.com/v1/audio-analysis/6mdLX10dvBb7rGYbMXpKzz,187006,4
0.902,0.623,1,-7.483,0,0.105,0.0795,7.63e-05,0.174,0.967,89.993,audio_features,6dKRp4XzLCycXok4KkC3PK,spotify:track:6dKRp4XzLCycXok4KkC3PK,https://api.spotify.com/v1/tracks/6dKRp4XzLCycXok4KkC3PK,https://api.spotify.com/v1/audio-analysis/6dKRp4XzLCycXok4KkC3PK,166632,4
0.513,0.809,4,-4.926,0,0.16,0.0786,0.0,0.212,0.526,170.116,audio_features,6D4n6TkbC3Dce3c03FzrDM,spotify:track:6D4n6TkbC3Dce3c03FzrDM,https://api.spotify.com/v1/tracks/6D4n6TkbC3Dce3c03FzrDM,https://api.spotify.com/v1/audio-analysis/6D4n6TkbC3Dce3c03FzrDM,174854,4
0.803,0.745,6,-7.983,1,0.347,0.0354,0.0,0.265,0.619,82.75,audio_features,4ciXokhIdlyhCh3tA5zo5P,spotify:track:4ciXokhIdlyhCh3tA5zo5P,https://api.spotify.com/v1/tracks/4ciXokhIdlyhCh3tA5zo5P,https://api.spotify.com/v1/audio-analysis/4ciXokhIdlyhCh3tA5zo5P,203144,4
0.414,0.895,9,-7.037,1,0.299,0.00521,0.0,0.171,0.48,154.826,audio_features,1UCVgSDDlH4vJ0jI4txWXP,spotify:track:1UCVgSDDlH4vJ0jI4txWXP,https://api.spotify.com/v1/tracks/1UCVgSDDlH4vJ0jI4txWXP,https://api.spotify.com/v1/audio-analysis/1UCVgSDDlH4vJ0jI4txWXP,232200,4
0.646,0.859,11,-4.934,1,0.333,0.159,0.0,0.108,0.628,77.057,audio_features,3xI2BX87nRys1ENw1Zl0El,spotify:track:3xI2BX87nRys1ENw1Zl0El,https://api.spotify.com/v1/tracks/3xI2BX87nRys1ENw1Zl0El,https://api.spotify.com/v1/audio-analysis/3xI2BX87nRys1ENw1Zl0El,263213,4
0.79,0.668,8,-6.219,1,0.106,0.00765,0.000283,0.113,0.175,120.087,audio_features,6DVeUXGoCeEswwORtnT6c5,spotify:track:6DVeUXGoCeEswwORtnT6c5,https://api.spotify.com/v1/tracks/6DVeUXGoCeEswwORtnT6c5,https://api.spotify.com/v1/audio-analysis/6DVeUXGoCeEswwORtnT6c5,224068,4
0.484,0.806,1,-6.915,0,0.408,0.0404,3.28e-05,0.841,0.681,103.512,audio_features,6EuhBJTydNXXtqBQ32lag5,spotify:track:6EuhBJTydNXXtqBQ32lag5,https://api.spotify.com/v1/tracks/6EuhBJTydNXXtqBQ32lag5,https://api.spotify.com/v1/audio-analysis/6EuhBJTydNXXtqBQ32lag5,175890,4
0.606,0.513,6,-8.047,0,0.0755,0.566,0.000785,0.169,0.37,79.76,audio_features,6wJST2x9gGLlAHCG2ett1A,spotify:track:6wJST2x9gGLlAHCG2ett1A,https://api.spotify.com/v1/tracks/6wJST2x9gGLlAHCG2ett1A,https://api.spotify.com/v1/audio-analysis/6wJST2x9gGLlAHCG2ett1A,320134,4
0.596,0.796,7,-5.804,0,0.146,0.177,0.0,0.153,0.759,80.092,audio_features,55WwvU3TsXYXaOisjxwJYT,spotify:track:55WwvU3TsXYXaOisjxwJYT,https://api.spotify.com/v1/tracks/55WwvU3TsXYXaOisjxwJYT,https://api.spotify.com/v1/audio-analysis/55WwvU3TsXYXaOisjxwJYT,209253,4
0.433,0.782,9,-6.359,1,0.0363,0.0108,0.0,0.38,0.498,94.995,audio_features,3LBBeej1zGctWlJNpNa4I6,spotify:track:3LBBeej1zGctWlJNpNa4I6,https://api.spotify.com/v1/tracks/3LBBeej1zGctWlJNpNa4I6,https://api.spotify.com/v1/audio-analysis/3LBBeej1zGctWlJNpNa4I6,207787,4
0.617,0.439,1,-11.203,1,0.436,0.335,3.36e-05,0.198,0.406,93.942,audio_features,6Npq9wQOagdtxn7A5r24My,spotify:track:6Npq9wQOagdtxn7A5r24My,https://api.spotify.com/v1/tracks/6Npq9wQOagdtxn7A5r24My,https://api.spotify.com/v1/audio-analysis/6Npq9wQOagdtxn7A5r24My,1518202,4
0.926,0.427,6,-10.731,1,0.115,0.0258,0.000281,0.329,0.634,98.73,audio_features,3KKrZ3adgWcJiJQWFqoDnv,spotify:track:3KKrZ3adgWcJiJQWFqoDnv,https://api.spotify.com/v1/tracks/3KKrZ3adgWcJiJQWFqoDnv,https://api.spotify.com/v1/audio-analysis/3KKrZ3adgWcJiJQWFqoDnv,209160,4
0.662,0.817,1,-3.738,0,0.255,0.108,0.00625,0.306,0.494,92.965,audio_features,3fG9YDEpLWrwabVqEjbziD,spotify:track:3fG9YDEpLWrwabVqEjbziD,https://api.spotify.com/v1/tracks/3fG9YDEpLWrwabVqEjbziD,https://api.spotify.com/v1/audio-analysis/3fG9YDEpLWrwabVqEjbziD,208067,4
0.737,0.752,9,-4.745,1,0.128,0.0018,0.0,0.174,0.81,157.993,audio_features,49o0sIJucNKr8WzVJcFuBm,spotify:track:49o0sIJucNKr8WzVJcFuBm,https://api.spotify.com/v1/tracks/49o0sIJucNKr8WzVJcFuBm,https://api.spotify.com/v1/audio-analysis/49o0sIJucNKr8WzVJcFuBm,130600,4
0.815,0.906,7,-5.052,1,0.206,0.056,0.0,0.39,0.707,98.037,audio_features,0VUpkue1T9WZF2LtUqJbDY,spotify:track:0VUpkue1T9WZF2LtUqJbDY,https://api.spotify.com/v1/tracks/0VUpkue1T9WZF2LtUqJbDY,https://api.spotify.com/v1/audio-analysis/0VUpkue1T9WZF2LtUqJbDY,251320,4
0.709,0.63,8,-6.951,1,0.22,0.0288,0.0,0.343,0.62,91.991,audio_features,4OKf8RjYMxyDkewk4hucQ2,spotify:track:4OKf8RjYMxyDkewk4hucQ2,https://api.spotify.com/v1/tracks/4OKf8RjYMxyDkewk4hucQ2,https://api.spotify.com/v1/audio-analysis/4OKf8RjYMxyDkewk4hucQ2,219823,4
0.575,0.88,10,-7.628,0,0.246,0.00253,0.0,0.212,0.425,91.428,audio_features,2sEKgKt7N4d7fPetASON80,spotify:track:2sEKgKt7N4d7fPetASON80,https://api.spotify.com/v1/tracks/2sEKgKt7N4d7fPetASON80,https://api.spotify.com/v1/audio-analysis/2sEKgKt7N4d7fPetASON80,182613,4
